user_id,local_date_str,datetime,type,generation_kwh,nominal_power_w
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T01:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T02:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T03:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T04:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T05:00:00,b11,0.01,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T06:00:00,b11,0.42,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T07:00:00,b11,0.98,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T08:00:00,b11,2.95,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T09:00:00,b11,7.25,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T10:00:00,b11,11.51,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T11:00:00,b11,14.74,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T12:00:00,b11,15.72,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T13:00:00,b11,19.03,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T14:00:00,b11,17.64,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T15:00:00,b11,3.46,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T16:00:00,b11,0.85,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T17:00:00,b11,3.02,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T18:00:00,b11,1.78,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T19:00:00,b11,1.41,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T20:00:00,b11,0.21,20000
ES0184000000051513CQ0FA000,2023-06-02,2023-06-02T21:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-02T22:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-02T23:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T00:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T01:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T02:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T03:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T04:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T05:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T06:00:00,b11,0.27,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T07:00:00,b11,1.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T08:00:00,b11,3.0,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T09:00:00,b11,7.1,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T10:00:00,b11,11.45,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T11:00:00,b11,14.85,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T12:00:00,b11,16.04,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T13:00:00,b11,4.37,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T14:00:00,b11,1.94,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T15:00:00,b11,2.67,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T16:00:00,b11,2.91,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T17:00:00,b11,3.38,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T18:00:00,b11,2.76,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T19:00:00,b11,1.73,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T20:00:00,b11,0.37,20000
ES0184000000051513CQ0FA000,2023-06-03,2023-06-03T21:00:00,b11,0.0,20000
ES0184000000051513CQ0FA000,2023-06-04,2023-06-03T22:00:00,b11,0.0,20000
